Date,Country,State,Activity,Sex,Age,Deceased,standarized_country,Month,Year,Decade,Season
1956-09-01,mayotte,MOZAMBIQUE CHANNEL,fishing,M,,Y,Mayotte,September,1956.0,1950.0,Unknown
1956-09-01,italy,TYRRENIAN SEA,diving,M,,N,Italy,September,1956.0,1950.0,Autumn
1956-08-01,papua new guinea,CENTRAL PROVINCE,fishing,M,34.0,Y,Papua New Guinea,August,1956.0,1950.0,Winter
1956-08-01,papua new guinea,CENTRAL PROVINCE,fishing,M,,N,Papua New Guinea,August,1956.0,1950.0,Winter
1956-08-01,usa,PUERTO RICO,diving,M,13.0,Y,United States,August,1956.0,1950.0,Summer
1956-08-01,australia,QUEENSLAND,diving,M,,N,Australia,August,1956.0,1950.0,Winter
1956-08-01,usa,CALIFORNIA,swimming,M,10.0,N,United States,August,1956.0,1950.0,Summer
1956-08-01,south africa,KWAZULU-NATAL,diving,M,23.0,N,South Africa,August,1956.0,1950.0,Winter
1956-08-01,united kingdom,CORNWALL,Unspecific,M,,Y,United Kingdom,August,1956.0,1950.0,Summer
1956-08-01,malta,CONGREVE CHANNEL,fishing,UNKNOWN,,N,Malta,August,1956.0,1950.0,Summer
1956-07-01,usa,PUERTO RICO,Unspecific,M,13.0,Y,United States,July,1956.0,1950.0,Summer
1956-07-01,usa,CALIFORNIA,fishing,M,38.0,N,United States,July,1956.0,1950.0,Summer
1956-07-01,malta,ST. THOMAS BAY,swimming,M,40.0,Y,Malta,July,1956.0,1950.0,Summer
1956-07-01,usa,FLORIDA,wading,F,38.0,N,United States,July,1956.0,1950.0,Summer
1956-07-01,usa,SOUTH CAROLINA,swimming,M,7.0,N,United States,July,1956.0,1950.0,Summer
1956-06-01,australia,TORRES STRAIT,surfing,M,,N,Australia,June,1956.0,1950.0,Winter
1956-06-01,portugal,MADEIRA,fishing,M,23.0,Y,Portugal,June,1956.0,1950.0,Unknown
1956-05-01,south africa,WESTERN CAPE PROVINCE,fishing,UNKNOWN,,N,South Africa,May,1956.0,1950.0,Autumn
1956-05-01,cuba,,diving,M,30.0,Y,Cuba,May,1956.0,1950.0,Spring
1956-03-01,italy,LIGURIAN SEA,boarding,UNKNOWN,,UNKNOWN,Italy,March,1956.0,1950.0,Spring
1956-03-01,australia,NEW SOUTH WALES,Unspecific,M,13.0,N,Australia,March,1956.0,1950.0,Autumn
1956-03-01,australia,VICTORIA,swimming,M,26.0,Y,Australia,March,1956.0,1950.0,Autumn
1956-03-01,australia,WESTERN AUSTRALIA,Unspecific,M,21.0,N,Australia,March,1956.0,1950.0,Autumn
1956-02-01,australia,QUEENSLAND,diving,M,15.0,Y,Australia,February,1956.0,1950.0,Summer
1956-02-01,australia,VICTORIA,swimming,M,8.0,N,Australia,February,1956.0,1950.0,Summer
1956-01-01,australia,TORRES STRAIT,diving,M,18.0,N,Australia,January,1956.0,1950.0,Summer
1956-01-01,costa rica,,swimming,M,33.0,Y,Costa Rica,January,1956.0,1950.0,Winter
1956-01-01,australia,NEW SOUTH WALES,surfing,M,25.0,N,Australia,January,1956.0,1950.0,Summer
,papua new guinea,MADANG PROVINCE,diving,M,,N,Papua New Guinea,,,,Unknown
,,BETWEEN COMORES & MADAGASCAR,Unspecific,M,,Y,Unknown,,,,Unknown
,greece,CORFU ISLAND,swimming,F,15.0,Y,Greece,,,,Unknown
,usa,VIRGINIA,Unspecific,M,,N,United States,,,,Unknown
,usa,VIRGINIA,swimming,F,14.0,UNKNOWN,United States,,,,Unknown
,papua new guinea,MILNE BAY PROVINCE,Unspecific,UNKNOWN,,N,Papua New Guinea,,,,Unknown
,papua new guinea,"ADMIRALTY ISLANDS, MANUS PROVINCE",Unspecific,M,,N,Papua New Guinea,,,,Unknown
,papua new guinea,NEW IRELAND PROVINCE,Unspecific,M,,Y,Papua New Guinea,,,,Unknown
1955-12-01,australia,TASMANIA,Unspecific,UNKNOWN,,N,Australia,December,1955.0,1950.0,Summer
1955-12-01,usa,FLORIDA,fishing,UNKNOWN,,N,United States,December,1955.0,1950.0,Winter
1955-11-01,papua new guinea,CENTRAL PROVINCE,swimming,M,8.0,N,Papua New Guinea,November,1955.0,1950.0,Spring
1955-11-01,papua new guinea,"ADMIRALTY ISLANDS, MANUS PROVINCE",fishing,M,,N,Papua New Guinea,November,1955.0,1950.0,Spring
1955-10-01,australia,QUEENSLAND,fishing,M,28.0,N,Australia,October,1955.0,1950.0,Spring
1955-09-01,north pacific ocean,1000 MILES WEST OF HAWAII,boarding,M,,Y,North Pacific Ocean,September,1955.0,1950.0,Unknown
1955-09-01,north pacific ocean,1000 MILES WEST OF HAWAII,boarding,M,,N,North Pacific Ocean,September,1955.0,1950.0,Unknown
1955-09-01,usa,HAWAII,Unspecific,M,,N,United States,September,1955.0,1950.0,Autumn
1955-09-01,usa,CALIFORNIA,swimming,M,16.0,N,United States,September,1955.0,1950.0,Autumn
1955-09-01,usa,CALIFORNIA,Unspecific,M,,N,United States,September,1955.0,1950.0,Autumn
1955-08-01,japan,IZO ISLANDS,fishing,M,,Y,Japan,August,1955.0,1950.0,Unknown
1955-08-01,usa,CALIFORNIA,surfing,M,25.0,N,United States,August,1955.0,1950.0,Summer
1955-08-01,croatia,PRIMORJE-GORSKI KOTAR COUNTY,swimming,F,32.0,Y,Croatia,August,1955.0,1950.0,Summer
1955-08-01,american samoa,TUTUILA ISLAND,swimming,M,28.0,Y,American Samoa,August,1955.0,1950.0,Winter
1955-08-01,usa,SOUTH CAROLINA,fishing,M,,N,United States,August,1955.0,1950.0,Summer
1955-08-01,north atlantic ocean,OPEN SEA,Unspecific,M,15.0,N,North Atlantic Ocean,August,1955.0,1950.0,Unknown
1955-08-01,australia,SOUTH AUSTRALIA,fishing,UNKNOWN,,N,Australia,August,1955.0,1950.0,Winter
1955-07-01,japan,OKAYAMA PREFECTURE,Unspecific,M,22.0,Y,Japan,July,1955.0,1950.0,Unknown
1955-06-01,usa,RHODE ISLAND,wading,M,13.0,N,United States,June,1955.0,1950.0,Summer
1955-07-01,montenegro,ADRIATIC SEA,swimming,M,,Y,Montenegro,July,1955.0,1950.0,Summer
1955-07-01,yemen,ADEN,swimming,F,,Y,Yemen,July,1955.0,1950.0,Unknown
1955-05-01,usa,CALIFORNIA,fishing,M,28.0,N,United States,May,1955.0,1950.0,Spring
,papua new guinea,"ADMIRALTY ISLANDS, MANUS PROVINCE",fishing,M,,N,Papua New Guinea,,,,Unknown
1955-04-01,papua new guinea,CENTRAL PROVINCE,fishing,M,,N,Papua New Guinea,April,1955.0,1950.0,Autumn
1955-04-01,papua new guinea,,fishing,M,,N,Papua New Guinea,April,1955.0,1950.0,Autumn
1955-04-01,usa,HAWAII,fishing,M,,N,United States,April,1955.0,1950.0,Spring
1955-03-01,australia,NEW SOUTH WALES,surfing,M,22.0,Y,Australia,March,1955.0,1950.0,Autumn
1955-03-01,papua new guinea,"NEW IRELAND, BISMARCK ARCHIPELAGO",swimming,M,,N,Papua New Guinea,March,1955.0,1950.0,Autumn
1955-03-01,australia,WESTERN AUSTRALIA,Unspecific,M,25.0,N,Australia,March,1955.0,1950.0,Autumn
1955-02-01,usa,CALIFORNIA,diving,M,,N,United States,February,1955.0,1950.0,Winter
1955-02-01,usa,CALIFORNIA,fishing,M,19.0,N,United States,February,1955.0,1950.0,Winter
1955-02-01,australia,NEW SOUTH WALES,swimming,M,25.0,Y,Australia,February,1955.0,1950.0,Summer
1955-02-01,india,TAMIL NADU,fishing,M,25.0,N,India,February,1955.0,1950.0,Summer
1955-02-01,australia,NEW SOUTH WALES,Unspecific,UNKNOWN,,N,Australia,February,1955.0,1950.0,Summer
1955-01-01,australia,NEW SOUTH WALES,Unspecific,M,13.0,Y,Australia,January,1955.0,1950.0,Summer
1955-01-01,south africa,KWAZULU-NATAL,Unspecific,M,,Y,South Africa,January,1955.0,1950.0,Summer
,usa,FLORIDA,Unspecific,UNKNOWN,,UNKNOWN,United States,,,,Unknown
,cuba,HAVANA PROVINCE,fishing,M,,N,Cuba,,,,Unknown
,madagascar,18S / 50E,Unspecific,M,16.0,Y,Madagascar,,,,Unknown
,usa,ILLINOIS,swimming,M,,UNKNOWN,United States,,,,Unknown
,columbia,ISLES DEL ROSARIO,fishing,M,12.0,N,Colombia,,,,Unknown
,papua new guinea,NEW IRELAND,Unspecific,M,,N,Papua New Guinea,,,,Unknown
1954-12-01,american samoa,TUTUILA ISLAND,swimming,M,27.0,Y,American Samoa,December,1954.0,1950.0,Summer
1954-12-01,australia,VICTORIA,swimming,M,23.0,Y,Australia,December,1954.0,1950.0,Summer
1954-12-01,papua new guinea,CENTRAL PROVINCE,swimming,M,,Y,Papua New Guinea,December,1954.0,1950.0,Summer
1954-12-01,south africa,KWAZULU-NATAL,swimming,M,16.0,N,South Africa,December,1954.0,1950.0,Summer
1954-11-01,usa,WAKE ISLAND,fishing,M,,N,United States,November,1954.0,1950.0,Autumn
1954-10-01,usa,VIRGINIA,Unspecific,M,,Y,United States,October,1954.0,1950.0,Autumn
1954-10-01,united kingdom,ISLE OF MAN,fishing,M,62.0,N,United Kingdom,October,1954.0,1950.0,Autumn
1954-10-01,croatia,ZADAR COUNTY,boarding,UNKNOWN,,UNKNOWN,Croatia,October,1954.0,1950.0,Autumn
1954-10-01,japan,NAGASAKI PREFECTURE,Unspecific,M,13.0,UNKNOWN,Japan,October,1954.0,1950.0,Unknown
1954-09-01,usa,CALIFORNIA,swimming,M,35.0,N,United States,September,1954.0,1950.0,Autumn
1954-09-01,hong kong,,swimming,M,20.0,Y,Hong Kong,September,1954.0,1950.0,Unknown
1954-09-01,australia,TORRES STRAIT,fishing,M,35.0,Y,Australia,September,1954.0,1950.0,Spring
,italy,LIGUARIA,fishing,M,27.0,N,Italy,,,,Unknown
1954-08-01,usa,NEW JERSEY,surfing,M,,N,United States,August,1954.0,1950.0,Summer
1954-08-01,cuba,GUANTANAMO PROVINCE,fishing,M,,N,Cuba,August,1954.0,1950.0,Summer
1954-08-01,usa,LOUISIANA,wading,F,27.0,N,United States,August,1954.0,1950.0,Summer
1954-07-01,ecuador,GALAPAGOS ISLANDS,fishing,M,34.0,N,Ecuador,July,1954.0,1950.0,Unknown
1954-07-01,singapore,,diving,M,28.0,Y,Singapore,July,1954.0,1950.0,Unknown
1954-07-01,italy,VENICE PROVINCE,fishing,M,,UNKNOWN,Italy,July,1954.0,1950.0,Summer
1954-07-01,the balkans,SLOVENIA,swimming,M,,Y,Balkans,July,1954.0,1950.0,Unknown
1954-07-01,usa,LOUISIANA,wading,F,4.0,N,United States,July,1954.0,1950.0,Summer
1954-07-01,usa,FLORIDA,Unspecific,UNKNOWN,,N,United States,July,1954.0,1950.0,Summer
1954-07-01,bermuda,SOUTH SHORE,swimming,M,22.0,N,Bermuda,July,1954.0,1950.0,Unknown
1954-07-01,greece,,swimming,M,,Y,Greece,July,1954.0,1950.0,Summer
1954-06-01,usa,CALIFORNIA,Unspecific,M,35.0,N,United States,June,1954.0,1950.0,Summer
1954-06-01,australia,QUEENSLAND,diving,M,30.0,N,Australia,June,1954.0,1950.0,Winter
1954-06-01,hong kong,,Unspecific,M,,Y,Hong Kong,June,1954.0,1950.0,Unknown
1954-05-01,papua new guinea,EAST SEPIK,diving,M,,Y,Papua New Guinea,May,1954.0,1950.0,Autumn
,papua new guinea,MADANG PROVINCE,Unspecific,UNKNOWN,,N,Papua New Guinea,,,,Unknown
1954-04-01,usa,HAWAII,fishing,M,,UNKNOWN,United States,April,1954.0,1950.0,Spring
1954-04-01,sudan?,RED SEA,fishing,M,,N,Unknown,April,1954.0,1950.0,Unknown
1954-02-01,australia,NEW SOUTH WALES,swimming,M,23.0,Y,Australia,February,1954.0,1950.0,Summer
1954-01-01,australia,NEW SOUTH WALES,swimming,M,,N,Australia,January,1954.0,1950.0,Summer
1954-01-01,australia,TORRES STRAIT,fishing,M,30.0,N,Australia,January,1954.0,1950.0,Summer
1954-01-01,argentina,BUENOS AIRES PROVINCE,Unspecific,M,18.0,N,Argentina,January,1954.0,1950.0,Summer
1954-01-01,papua new guinea,MADANG PROVINCE,Unspecific,M,26.0,N,Papua New Guinea,January,1954.0,1950.0,Summer
,iran,KARUN RIVER,Unspecific,M,,Y,"Iran, Islamic Republic of",,,,Unknown
,martinique,,Unspecific,M,,N,Martinique,,,,Unknown
,mexico,BAJA CALIFORNIA,diving,M,,Y,Mexico,,,,Unknown
,usa,HAWAII,fishing,M,,N,United States,,,,Unknown
,papua new guinea,WEST NEW BRITAIN PROVINCE,swimming,M,12.0,N,Papua New Guinea,,,,Unknown
,iran,KARUN RIVER,Unspecific,F,,Y,"Iran, Islamic Republic of",,,,Unknown
1953-12-01,south africa,EASTERN CAPE PROVINCE,swimming,F,,N,South Africa,December,1953.0,1950.0,Summer
1953-12-01,south africa,EASTERN CAPE PROVINCE,swimming,M,23.0,N,South Africa,December,1953.0,1950.0,Summer
1953-12-01,australia,QUEENSLAND,swimming,M,16.0,N,Australia,December,1953.0,1950.0,Summer
1953-12-01,australia,NEW SOUTH WALES,surfing,M,,N,Australia,December,1953.0,1950.0,Summer
1953-10-01,australia,NEW SOUTH WALES,Unspecific,M,,N,Australia,October,1953.0,1950.0,Spring
1953-09-01,philippines,LUZON ISLAND,Unspecific,M,23.0,Y,Philippines,September,1953.0,1950.0,Unknown
1953-09-01,usa,CALIFORNIA,diving,M,,N,United States,September,1953.0,1950.0,Autumn
1953-09-01,usa,GEORGIA,Unspecific,M,,N,United States,September,1953.0,1950.0,Autumn
1953-09-01,usa,NEW YORK,surfing,M,15.0,N,United States,September,1953.0,1950.0,Autumn
1953-09-01,usa,HAWAII,Unspecific,M,,N,United States,September,1953.0,1950.0,Autumn
1953-08-01,mexico,GUERRERO,diving,M,19.0,UNKNOWN,Mexico,August,1953.0,1950.0,Summer
1953-07-01,mexico,COLIMA,wading,F,18.0,Y,Mexico,July,1953.0,1950.0,Summer
1953-07-01,usa,HAWAII,fishing,M,15.0,Y,United States,July,1953.0,1950.0,Summer
1953-07-01,usa,CALIFORNIA,fishing,M,,N,United States,July,1953.0,1950.0,Summer
1953-07-01,usa,FLORIDA,Unspecific,F,26.0,N,United States,July,1953.0,1950.0,Summer
1953-07-01,canada,NOVA SCOTIA,fishing,M,,N,Canada,July,1953.0,1950.0,Summer
1953-07-01,usa,HAWAII,boarding,M,,N,United States,July,1953.0,1950.0,Summer
1953-07-01,panama,GULF OF PANAMA,boarding,M,19.0,N,Panama,July,1953.0,1950.0,Summer
1953-06-01,australia,QUEENSLAND,boarding,M,,N,Australia,June,1953.0,1950.0,Winter
1953-04-01,australia,NEW SOUTH WALES,Unspecific,UNKNOWN,,N,Australia,April,1953.0,1950.0,Autumn
1953-04-01,usa,TEXAS,swimming,F,19.0,N,United States,April,1953.0,1950.0,Spring
1953-04-01,iran,KARUN RIVER,Unspecific,M,,N,"Iran, Islamic Republic of",April,1953.0,1950.0,Unknown
1953-04-01,iran,KARUN RIVER,swimming,M,,N,"Iran, Islamic Republic of",April,1953.0,1950.0,Unknown
1953-03-01,australia,NEW SOUTH WALES,fishing,M,23.0,N,Australia,March,1953.0,1950.0,Autumn
1953-03-01,australia,SOUTH AUSTRALIA,fishing,M,,N,Australia,March,1953.0,1950.0,Autumn
1953-03-01,indian ocean,,Unspecific,UNKNOWN,,Y,Indian Ocean,March,1953.0,1950.0,Unknown
1953-03-01,papua new guinea,MILNE BAY PROVINCE,boarding,M,,Y,Papua New Guinea,March,1953.0,1950.0,Autumn
1953-02-01,usa,HAWAII,Unspecific,M,,N,United States,February,1953.0,1950.0,Winter
1953-02-01,australia,NEW SOUTH WALES,fishing,M,25.0,N,Australia,February,1953.0,1950.0,Summer
1953-02-01,australia,,fishing,M,,N,Australia,February,1953.0,1950.0,Summer
1953-01-01,australia,SOUTH AUSTRALIA,fishing,M,61.0,N,Australia,January,1953.0,1950.0,Summer
1953-01-01,australia,TASMANIA,fishing,UNKNOWN,,N,Australia,January,1953.0,1950.0,Summer
,australia,,fishing,M,,N,Australia,,,,Unknown
,papua new guinea,BOUGAINVILLE (NORTH SOLOMONS),Unspecific,M,,Y,Papua New Guinea,,,,Unknown
,usa,FLORIDA,Unspecific,F,,N,United States,,,,Unknown
1952-12-01,australia,VICTORIA,surfing,M,,N,Australia,December,1952.0,1950.0,Summer
1952-12-01,australia,SOUTH AUSTRALIA,fishing,M,25.0,N,Australia,December,1952.0,1950.0,Summer
1962-12-01,guatemala,,Unspecific,F,,UNKNOWN,Guatemala,December,1962.0,1960.0,Winter
1952-08-01,italy,GENOA  PROVINCE,fishing,M,17.0,N,Italy,August,1952.0,1950.0,Summer
1952-08-01,usa,HAWAII,swimming,M,,Y,United States,August,1952.0,1950.0,Summer
1952-12-01,usa,CALIFORNIA,surfing,M,17.0,Y,United States,December,1952.0,1950.0,Winter
1952-12-01,usa,HAWAII,swimming,M,40.0,Y,United States,December,1952.0,1950.0,Winter
1952-10-01,papua new guinea,"ABAU SUB DISTRICT, CENTRAL PROVINCE",fishing,M,,N,Papua New Guinea,October,1952.0,1950.0,Spring
1952-08-01,south africa,EASTERN CAPE PROVINCE,Unspecific,M,18.0,UNKNOWN,South Africa,August,1952.0,1950.0,Winter
1952-08-01,italy,TERAMO,fishing,UNKNOWN,19.0,Y,Italy,August,1952.0,1950.0,Summer
1952-07-01,usa,FLORIDA,fishing,UNKNOWN,,N,United States,July,1952.0,1950.0,Summer
1952-07-01,usa,SOUTH CAROLINA,fishing,M,43.0,N,United States,July,1952.0,1950.0,Summer
1952-07-01,usa,SOUTH CAROLINA,fishing,M,34.0,N,United States,July,1952.0,1950.0,Summer
1952-07-01,usa,CALIFORNIA,boarding,M,,Y,United States,July,1952.0,1950.0,Summer
1952-07-01,usa,CALIFORNIA,fishing,M,34.0,N,United States,July,1952.0,1950.0,Summer
1952-07-01,usa,PUERTO RICO,fishing,M,,N,United States,July,1952.0,1950.0,Summer
1952-05-01,usa,CALIFORNIA,swimming,M,,N,United States,May,1952.0,1950.0,Spring
1952-05-01,australia,WESTERN AUSTRALIA,fishing,M,,N,Australia,May,1952.0,1950.0,Autumn
1952-05-01,india,,fishing,M,,N,India,May,1952.0,1950.0,Autumn
1952-04-01,australia,SOUTH AUSTRALIA,fishing,UNKNOWN,,N,Australia,April,1952.0,1950.0,Autumn
1952-04-01,sudan,RED SEA STATE,fishing,M,,N,Sudan,April,1952.0,1950.0,Unknown
1952-03-01,netherlands antilles,CURACAO,Unspecific,M,,N,Curaçao,March,1952.0,1950.0,Unknown
1952-01-01,mauritius,PORT LOUIS PROVINCE,fishing,M,,N,Mauritius,January,1952.0,1950.0,Summer
1952-01-01,australia,NEW SOUTH WALES,surfing,M,,N,Australia,January,1952.0,1950.0,Summer
,liberia,MONTSERRADO,diving,M,,Y,Liberia,,,,Unknown
,papua new guinea,"ADMIRALTY ISLANDS, MANUS PROVINCE",fishing,M,,Y,Papua New Guinea,,,,Unknown
,papua new guinea,NEW IRELAND PROVINCE,fishing,M,27.0,Y,Papua New Guinea,,,,Unknown
,usa,FLORIDA,swimming,M,,Y,United States,,,,Unknown
1951-12-01,mozambique,BAY OF MAPUTU,swimming,M,15.0,Y,Mozambique,December,1951.0,1950.0,Summer
1951-12-01,australia,NEW SOUTH WALES,fishing,M,18.0,N,Australia,December,1951.0,1950.0,Summer
,mozambique,SOFALA PROVINCE,swimming,M,,UNKNOWN,Mozambique,,,,Unknown
1951-12-01,australia,NEW SOUTH WALES,Unspecific,M,21.0,Y,Australia,December,1951.0,1950.0,Summer
1951-11-01,south africa,KWAZULU-NATAL,swimming,M,23.0,N,South Africa,November,1951.0,1950.0,Spring
1951-11-01,jamaica,KINGSTON PARISH,fishing,M,81.0,N,Jamaica,November,1951.0,1950.0,Autumn
1951-11-01,south africa,KWAZULU-NATAL,Unspecific,M,24.0,N,South Africa,November,1951.0,1950.0,Spring
1951-11-01,philippines,,Unspecific,M,,Y,Philippines,November,1951.0,1950.0,Unknown
1951-10-01,australia,QUEENSLAND,swimming,M,42.0,Y,Australia,October,1951.0,1950.0,Spring
1951-10-01,north atlantic ocean,SOUTH CAROLINA,Unspecific,UNKNOWN,,UNKNOWN,North Atlantic Ocean,October,1951.0,1950.0,Unknown
1951-09-01,italy,SALERNO,swimming,F,21.0,Y,Italy,September,1951.0,1950.0,Autumn
1951-09-01,italy,SALERNO PROVINCE,fishing,M,,N,Italy,September,1951.0,1950.0,Autumn
1951-09-01,australia,QUEENSLAND,Unspecific,M,56.0,Y,Australia,September,1951.0,1950.0,Spring
1951-08-01,greece,CORFU ISLAND,swimming,M,18.0,N,Greece,August,1951.0,1950.0,Summer
1951-08-01,greece,CORFU ISLAND,swimming,F,16.0,Y,Greece,August,1951.0,1950.0,Summer
1951-08-01,italy,TARANTO,diving,M,,N,Italy,August,1951.0,1950.0,Summer
,columbia,CARIBBEAN SEA,Unspecific,UNKNOWN,,Y,Colombia,,,,Unknown
1951-07-01,usa,CALIFORNIA,Unspecific,M,13.0,N,United States,July,1951.0,1950.0,Summer
1951-07-01,pacific ocean,,boarding,M,40.0,N,Pacific Ocean,July,1951.0,1950.0,Unknown
1951-06-01,usa,HAWAII,fishing,M,,Y,United States,June,1951.0,1950.0,Summer
1951-06-01,french polynesia,TUAMOTUS,fishing,M,39.0,N,French Polynesia,June,1951.0,1950.0,Unknown
1951-05-01,mexico,,diving,M,16.0,N,Mexico,May,1951.0,1950.0,Spring
1951-03-01,australia,NEW SOUTH WALES,surfing,M,23.0,N,Australia,March,1951.0,1950.0,Autumn
1951-03-01,australia,NEW SOUTH WALES,surfing,M,,N,Australia,March,1951.0,1950.0,Autumn
1951-03-01,south africa,KWAZULU-NATAL,surfing,M,19.0,N,South Africa,March,1951.0,1950.0,Autumn
1951-02-01,south africa,EASTERN CAPE PROVINCE,surfing,M,31.0,N,South Africa,February,1951.0,1950.0,Summer
1951-02-01,australia,NEW SOUTH WALES,surfing,M,20.0,N,Australia,February,1951.0,1950.0,Summer
1951-02-01,australia,NEW SOUTH WALES,swimming,M,14.0,N,Australia,February,1951.0,1950.0,Summer
1951-01-01,south africa,KWAZULU-NATAL,swimming,M,19.0,Y,South Africa,January,1951.0,1950.0,Summer
1951-01-01,australia,NEW SOUTH WALES,Unspecific,M,,UNKNOWN,Australia,January,1951.0,1950.0,Summer
1950-12-01,australia,QUEENSLAND,surfing,M,19.0,N,Australia,December,1950.0,1950.0,Summer
1950-12-01,australia,NEW SOUTH WALES,swimming,UNKNOWN,,N,Australia,December,1950.0,1950.0,Summer
1950-12-01,australia,QUEENSLAND,Unspecific,M,20.0,Y,Australia,December,1950.0,1950.0,Summer
1950-11-01,australia,NORTHERN TERRITORY,diving,M,17.0,N,Australia,November,1950.0,1950.0,Spring
1950-11-01,australia,QUEENSLAND,surfing,M,21.0,N,Australia,November,1950.0,1950.0,Spring
1950-11-01,australia,QUEENSLAND,kayaking,M,18.0,N,Australia,November,1950.0,1950.0,Spring
1950-10-01,usa,CALIFORNIA,surfing,M,31.0,N,United States,October,1950.0,1950.0,Autumn
1950-10-01,australia,QUEENSLAND,fishing,M,25.0,N,Australia,October,1950.0,1950.0,Spring
1950-08-01,el salvador,LA LIBERTAD,fishing,M,27.0,N,El Salvador,August,1950.0,1950.0,Summer
1950-08-01,saudi arabia,EASTERN PROVINCE,diving,M,,N,Saudi Arabia,August,1950.0,1950.0,Summer
1950-07-01,australia,SOUTH AUSTRALIA,fishing,UNKNOWN,,N,Australia,July,1950.0,1950.0,Winter
1950-07-01,japan,SAGO PREFECTURE,swimming,M,19.0,Y,Japan,July,1950.0,1950.0,Unknown
,italy,SAVONA,fishing,UNKNOWN,,N,Italy,,,,Unknown
1950-07-01,cuba,CARIBBEAN SEA,Unspecific,M,30.0,N,Cuba,July,1950.0,1950.0,Summer
1950-07-01,usa,TEXAS,swimming,M,11.0,N,United States,July,1950.0,1950.0,Summer
1950-07-01,usa,TEXAS,Unspecific,M,,UNKNOWN,United States,July,1950.0,1950.0,Summer
1950-07-01,usa,FLORIDA,diving,M,21.0,N,United States,July,1950.0,1950.0,Summer
1950-06-01,usa,NEW YORK,swimming,M,16.0,N,United States,June,1950.0,1950.0,Summer
1950-06-01,usa,FLORIDA,Unspecific,M,25.0,Y,United States,June,1950.0,1950.0,Summer
1950-05-01,south africa,KWAZULU-NATAL,Unspecific,M,27.0,N,South Africa,May,1950.0,1950.0,Autumn
1950-05-01,italy,TYRRHENIAN SEA,fishing,M,,N,Italy,May,1950.0,1950.0,Spring
1950-04-01,australia,QUEENSLAND,fishing,M,50.0,Y,Australia,April,1950.0,1950.0,Autumn
1950-04-01,south africa,EASTERN CAPE PROVINCE,fishing,M,,N,South Africa,April,1950.0,1950.0,Autumn
1950-03-01,south africa,EASTERN CAPE PROVINCE,wading,M,,N,South Africa,March,1950.0,1950.0,Autumn
1950-03-01,south africa,KWAZULU-NATAL,Unspecific,M,20.0,Y,South Africa,March,1950.0,1950.0,Autumn
1950-03-01,australia,WESTERN AUSTRALIA,Unspecific,M,,UNKNOWN,Australia,March,1950.0,1950.0,Autumn
1950-02-01,australia,WESTERN AUSTRALIA,fishing,M,,N,Australia,February,1950.0,1950.0,Summer
1950-02-01,south africa,KWAZULU-NATAL,surfing,M,14.0,Y,South Africa,February,1950.0,1950.0,Summer
1950-01-01,usa,HAWAII,fishing,M,,UNKNOWN,United States,January,1950.0,1950.0,Winter
1950-01-01,australia,VICTORIA,swimming,M,,N,Australia,January,1950.0,1950.0,Summer
,australia,TASMANIA,Unspecific,M,,N,Australia,,,,Unknown
,sri lanka,EASTERN PROVINCE,fishing,M,,N,Sri Lanka,,,,Unknown
,sri lanka,SOUTHERN PROVINCE,fishing,M,,N,Sri Lanka,,,,Unknown
,liberia,MONTSERRADO,Unspecific,M,,Y,Liberia,,,,Unknown
,indonesia,JAKARTA HARBOUR,Unspecific,M,,Y,Indonesia,,,,Unknown
,usa,HAWAII,fishing,M,,UNKNOWN,United States,,,,Unknown
,panama,CANAL ZONE,Unspecific,M,,N,Panama,,,,Unknown
,singapore,SINGAPORE HARBOR,diving,M,,Y,Singapore,,,,Unknown
,new caledonia,NORTH PROVINCE,fishing,M,,N,New Caledonia,,,,Unknown
,new caledonia,NORTH PROVINCE,diving,M,,N,New Caledonia,,,,Unknown
,fiji,,Unspecific,M,,N,Fiji,,,,Unknown
1949-12-01,,CARIBBEAN SEA,Unspecific,M,,Y,Unknown,December,1949.0,1940.0,Unknown
1949-12-01,australia,VICTORIA,Unspecific,M,35.0,N,Australia,December,1949.0,1940.0,Summer
1949-11-01,australia,NEW SOUTH WALES,diving,M,36.0,N,Australia,November,1949.0,1940.0,Spring
1949-11-01,australia,VICTORIA,Unspecific,M,,UNKNOWN,Australia,November,1949.0,1940.0,Spring
1949-08-01,australia,QUEENSLAND,swimming,M,21.0,N,Australia,August,1949.0,1940.0,Winter
1949-08-01,australia,QUEENSLAND,swimming,M,34.0,Y,Australia,August,1949.0,1940.0,Winter
1949-08-01,italy,TUSCANY,swimming,M,17.0,UNKNOWN,Italy,August,1949.0,1940.0,Summer
1949-08-01,australia,TASMANIA,swimming,M,18.0,N,Australia,August,1949.0,1940.0,Winter
1949-08-01,italy,CALABRIA,swimming,M,21.0,N,Italy,August,1949.0,1940.0,Summer
,iran,SHATT-EL-ARAB RIVER,swimming,M,18.0,N,"Iran, Islamic Republic of",,,,Unknown
1949-07-01,iran,SHATT-AL-ARAB RIVER,swimming,M,18.0,Y,"Iran, Islamic Republic of",July,1949.0,1940.0,Unknown
1949-07-01,usa,SOUTH CAROLINA,Unspecific,M,16.0,N,United States,July,1949.0,1940.0,Summer
1949-07-01,usa,CALIFORNIA,fishing,M,16.0,N,United States,July,1949.0,1940.0,Summer
