Date,Country,State,Activity,Sex,Age,Deceased,Month,Year
,new zealand,SOUTH ISLAND,diving,F,25.0,N,,
2012-11-01,usa,HAWAII,diving,M,61.0,N,November,2012.0
2012-11-01,australia,QUEENSLAND,Unspecific,M,20.0,UNKNOWN,November,2012.0
2012-11-01,mexico,SINALOA,swimming,M,32.0,Y,November,2012.0
2012-11-01,usa,FLORIDA,surfing,M,14.0,N,November,2012.0
2012-11-01,usa,HAWAII,diving,M,30.0,N,November,2012.0
2012-11-01,usa,HAWAII,surfing,M,43.0,N,November,2012.0
2012-10-01,usa,CALIFORNIA,surfing,M,25.0,N,October,2012.0
2012-10-01,usa,HAWAII,swimming,F,51.0,N,October,2012.0
2012-10-01,usa,CALIFORNIA,surfing,M,39.0,Y,October,2012.0
2012-10-01,usa,FLORIDA,Unspecific,F,35.0,N,October,2012.0
2012-10-01,usa,FLORIDA,surfing,M,24.0,N,October,2012.0
2012-10-01,usa,HAWAII,kayaking,M,55.0,N,October,2012.0
2012-10-01,usa,FLORIDA,Unspecific,M,,UNKNOWN,October,2012.0
2012-10-01,nigeria,DELTA,Unspecific,F,38.0,N,October,2012.0
2012-10-01,usa,CALIFORNIA,surfing,M,42.0,N,October,2012.0
2012-10-01,australia,WESTERN AUSTRALIA,boarding,M,11.0,N,October,2012.0
2012-09-01,usa,FLORIDA,surfing,M,21.0,N,September,2012.0
2012-09-01,usa,FLORIDA,surfing,M,22.0,N,September,2012.0
2012-09-01,usa,FLORIDA,surfing,M,52.0,N,September,2012.0
2012-09-01,tonga,VAVA'U,swimming,F,29.0,N,September,2012.0
2012-09-01,usa,FLORIDA,surfing,Unknown,19.0,N,September,2012.0
2012-09-01,usa,FLORIDA,surfing,M,25.0,N,September,2012.0
2012-09-01,usa,FLORIDA,swimming,M,,N,September,2012.0
2012-09-01,usa,FLORIDA,surfing,M,,N,September,2012.0
2012-09-01,usa,FLORIDA,surfing,M,37.0,N,September,2012.0
2012-09-01,usa,FLORIDA,surfing,M,32.0,N,September,2012.0
2012-09-01,usa,FLORIDA,boarding,F,8.0,N,September,2012.0
2012-09-01,usa,HAWAII,fishing,Unknown,,N,September,2012.0
2012-09-01,usa,FLORIDA,swimming,F,56.0,N,September,2012.0
2012-08-01,scotland,INNER HEBRIDES,fishing,M,53.0,N,August,2012.0
2012-08-01,australia,WESTERN AUSTRALIA,surfing,M,34.0,N,August,2012.0
2012-08-01,brazil,PERNAMBUCO,swimming,M,18.0,Y,August,2012.0
2012-08-01,usa,ALABAMA,swimming,M,31.0,N,August,2012.0
2012-08-01,australia,WESTERN AUSTRALIA,fishing,Unknown,,N,August,2012.0
2012-08-01,usa,FLORIDA,diving,M,56.0,N,August,2012.0
2012-08-01,reunion,SAINT LEU,surfing,M,39.0,N,August,2012.0
2012-08-01,french polynesia,TUAMOTUS,fishing,M,,N,August,2012.0
2012-07-01,usa,CALIFORNIA,surfing,M,17.0,N,July,2012.0
2012-07-01,australia,SOUTH AUSTRALIA,surfing,M,48.0,N,July,2012.0
2012-07-01,usa,HAWAII,surfing,M,44.0,N,July,2012.0
2012-07-01,usa,MASSACHUSETTS,surfing,M,50.0,N,July,2012.0
2012-07-01,usa,NORTH CAROLINA,Unspecific,M,12.0,UNKNOWN,July,2012.0
2012-07-01,reunion,TROIS-BASSINS,surfing,M,22.0,Y,July,2012.0
2012-07-01,trinidad & tobago,TRINIDAD,swimming,M,24.0,UNKNOWN,July,2012.0
2012-07-01,canada,BRITISH COLOMBIA,surfing,F,23.0,UNKNOWN,July,2012.0
2012-07-01,australia,WESTERN AUSTRALIA,surfing,M,24.0,Y,July,2012.0
2012-07-01,usa,NORTH CAROLINA,swimming,F,43.0,N,July,2012.0
,bahamas,ELEUTHERA,fishing,M,,N,,
2012-07-01,australia,VICTORIA,diving,F,42.0,UNKNOWN,July,2012.0
2012-07-01,usa,CALIFORNIA,kayaking,M,52.0,N,July,2012.0
2012-07-01,south africa,WESTERN CAPE PROVINCE,surfing,M,29.0,N,July,2012.0
2012-06-01,croatia,,swimming,Unknown,60.0,UNKNOWN,June,2012.0
2012-06-01,usa,FLORIDA,swimming,M,6.0,N,June,2012.0
2012-06-01,usa,FLORIDA,surfing,M,26.0,N,June,2012.0
2012-06-01,usa,HAWAII,Unspecific,F,16.0,N,June,2012.0
2012-06-01,australia,TASMANIA,surfing,M,,N,June,2012.0
2012-06-01,usa,FLORIDA,swimming,M,12.0,N,June,2012.0
2012-06-01,australia,WESTERN AUSTRALIA,surfing,M,62.0,N,June,2012.0
2012-06-01,usa,SOUTH CAROLINA,Unspecific,M,16.0,UNKNOWN,June,2012.0
2012-06-01,usa,NORTH CAROLINA,wading,F,6.0,N,June,2012.0
2012-06-01,usa,FLORIDA,fishing,M,23.0,N,June,2012.0
2012-06-01,usa,SOUTH CAROLINA,swimming,F,18.0,N,June,2012.0
2012-06-01,usa,SOUTH CAROLINA,swimming,M,,N,June,2012.0
2012-06-01,usa,SOUTH CAROLINA,swimming,M,16.0,N,June,2012.0
2012-06-01,australia,VICTORIA,surfing,M,42.0,N,June,2012.0
2012-06-01,italy,SARDINIA,Unspecific,M,57.0,UNKNOWN,June,2012.0
2012-06-01,australia,NEW SOUTH WALES,surfing,M,30.0,N,June,2012.0
2012-06-01,usa,FLORIDA,surfing,F,12.0,N,June,2012.0
2012-06-01,usa,SOUTH CAROLINA,boarding,M,25.0,N,June,2012.0
2012-05-01,usa,NORTH CAROLINA,wading,F,33.0,N,May,2012.0
2012-05-01,mexico,GUERRERO,diving,M,46.0,N,May,2012.0
2012-05-01,usa,FLORIDA,surfing,M,22.0,N,May,2012.0
2012-05-01,usa,HAWAII,fishing,M,,N,May,2012.0
2012-05-01,fiji,,fishing,M,20.0,N,May,2012.0
2012-05-01,usa,CALIFORNIA,fishing,M,30.0,N,May,2012.0
2012-05-01,usa,FLORIDA,swimming,F,47.0,N,May,2012.0
2012-05-01,usa,CALIFORNIA,kayaking,F,15.0,N,May,2012.0
2012-04-01,usa,FLORIDA,surfing,M,28.0,N,April,2012.0
2012-04-01,south africa,WESTERN CAPE PROVINCE,boarding,M,20.0,Y,April,2012.0
2012-04-01,australia,SOUTH AUSTRALIA,kayaking,M,27.0,N,April,2012.0
2012-04-01,usa,HAWAII,surfing,M,28.0,N,April,2012.0
2013-04-01,usa,FLORIDA,Unspecific,M,,N,April,2013.0
2012-03-01,australia,WESTERN AUSTRALIA,diving,M,33.0,Y,March,2012.0
2012-03-01,usa,FLORIDA,surfing,M,21.0,N,March,2012.0
2012-03-01,australia,WESTERN AUSTRALIA,fishing,Unknown,,N,March,2012.0
2012-03-01,australia,QUEENSLAND,surfing,M,20.0,N,March,2012.0
2012-03-01,usa,FLORIDA,surfing,M,61.0,N,March,2012.0
2012-03-01,usa,FLORIDA,surfing,F,15.0,N,March,2012.0
2012-03-01,usa,FLORIDA,surfing,M,17.0,N,March,2012.0
2012-03-01,new zealand,NORTH ISLAND,surfing,M,,N,March,2012.0
2012-03-01,australia,VICTORIA,diving,F,34.0,N,March,2012.0
2012-03-01,reunion,SAINT-BENOIT,boarding,M,31.0,N,March,2012.0
2012-03-01,usa,FLORIDA,surfing,M,19.0,N,March,2012.0
2012-03-01,saudi arabia,TABUK PROVINCE,surfing,M,42.0,UNKNOWN,March,2012.0
2012-03-01,chile,ANTOFAGASTA PROVINCE,fishing,M,,N,March,2012.0
2012-02-01,usa,FLORIDA,surfing,M,,N,February,2012.0
2012-02-01,australia,NEW SOUTH WALES,fishing,M,,N,February,2012.0
2012-02-01,south africa,WESTERN CAPE PROVINCE,fishing,Unknown,,N,February,2012.0
2012-02-01,australia,QUEENSLAND,surfing,M,29.0,N,February,2012.0
2012-01-01,usa,HAWAII,diving,Unknown,,N,January,2012.0
2012-01-01,australia,WESTERN AUSTRALIA,diving,M,26.0,N,January,2012.0
2012-01-01,bahamas,,diving,M,,N,January,2012.0
2012-01-01,taiwan,TAITUNG,fishing,M,24.0,N,January,2012.0
2012-01-01,australia,NEW SOUTH WALES,surfing,M,44.0,N,January,2012.0
2012-01-01,south africa,EASTERN CAPE PROVINCE,swimming,M,25.0,Y,January,2012.0
2012-01-01,usa,OREGON,surfing,M,53.0,N,January,2012.0
2012-01-01,australia,NEW SOUTH WALES,surfing,M,28.0,N,January,2012.0
2012-01-01,australia,QUEENSLAND,fishing,M,34.0,N,January,2012.0
2011-12-01,usa,FLORIDA,Unspecific,M,,N,December,2011.0
2011-12-01,antigua,ST JOHN'S,swimming,M,,UNKNOWN,December,2011.0
2011-12-01,ecuador,SANTA ELENA,surfing,M,23.0,N,December,2011.0
2011-12-01,usa,FLORIDA,surfing,M,27.0,N,December,2011.0
2011-12-01,usa,HAWAII,kayaking,M,,N,December,2011.0
2011-12-01,south africa,EASTERN CAPE PROVINCE,fishing,M,35.0,N,December,2011.0
2011-12-01,australia,NEW SOUTH WALES,surfing,M,51.0,N,December,2011.0
2011-12-01,south africa,KWAZULU-NATAL,surfing,M,,UNKNOWN,December,2011.0
2011-12-01,australia,NEW SOUTH WALES,surfing,M,14.0,N,December,2011.0
2011-12-01,usa,OREGON,surfing,F,,N,December,2011.0
2011-12-01,australia,QUEENSLAND,fishing,Unknown,,UNKNOWN,December,2011.0
2011-12-01,australia,NEW SOUTH WALES,surfing,M,63.0,N,December,2011.0
2011-11-01,indonesia,BALI,surfing,M,18.0,N,November,2011.0
2011-11-01,australia,QUEENSLAND,swimming,M,10.0,N,November,2011.0
2011-11-01,usa,CALIFORNIA,kayaking,M,,N,November,2011.0
2011-11-01,papua new guinea,EAST NEW BRITAIN,diving,M,,N,November,2011.0
2011-11-01,brazil,PERNAMBUCO,surfing,M,35.0,N,November,2011.0
2011-11-01,reunion,BOIS-BLANC,diving,M,42.0,N,November,2011.0
2011-10-01,usa,CALIFORNIA,surfing,M,27.0,N,October,2011.0
2011-10-01,scotland,MORAY,surfing,M,26.0,N,October,2011.0
2011-10-01,south africa,KWAZULU-NATAL,diving,Unknown,,N,October,2011.0
2011-10-01,australia,WESTERN AUSTRALIA,diving,M,32.0,Y,October,2011.0
2011-10-01,usa,OREGON,surfing,M,41.0,N,October,2011.0
2011-10-01,australia,VICTORIA,diving,M,50.0,N,October,2011.0
2011-10-01,usa,FLORIDA,surfing,M,,N,October,2011.0
2011-10-01,usa,OREGON,surfing,M,,N,October,2011.0
2011-10-01,australia,WESTERN AUSTRALIA,swimming,M,64.0,Y,October,2011.0
2011-10-01,reunion,,kayaking,M,51.0,N,October,2011.0
2011-10-01,usa,FLORIDA,fishing,M,,N,October,2011.0
2011-10-01,usa,ALABAMA,Unspecific,M,29.0,N,October,2011.0
2011-09-01,usa,PUERTO RICO,surfing,M,27.0,UNKNOWN,September,2011.0
2011-09-01,dominican republic,SAMANÁ PROVINCE,fishing,M,48.0,N,September,2011.0
2011-09-01,south africa,WESTERN CAPE PROVINCE,swimming,M,43.0,N,September,2011.0
2011-09-01,usa,FLORIDA,fishing,M,21.0,N,September,2011.0
2011-09-01,usa,SOUTH CAROLINA,Unspecific,M,5.0,N,September,2011.0
2011-09-01,usa,HAWAII,kayaking,M,,N,September,2011.0
2011-09-01,reunion,SAINT-GILLES,boarding,M,38.0,Y,September,2011.0
2011-09-01,kenya,COAST PROVINCE,swimming,M,17.0,Y,September,2011.0
2011-09-01,usa,FLORIDA,surfing,M,25.0,N,September,2011.0
2011-09-01,usa,CALIFORNIA,surfing,M,37.0,N,September,2011.0
2011-09-01,papua new guinea,CENTRAL PROVINCE,surfing,M,30.0,N,September,2011.0
2011-09-01,usa,HAWAII,surfing,Unknown,,N,September,2011.0
2011-09-01,australia,WESTERN AUSTRALIA,boarding,M,21.0,Y,September,2011.0
2011-09-01,usa,FLORIDA,surfing,M,19.0,N,September,2011.0
2011-08-01,usa,FLORIDA,surfing,M,19.0,N,August,2011.0
2011-08-01,australia,QUEENSLAND,swimming,M,48.0,UNKNOWN,August,2011.0
2011-08-01,usa,TEXAS,fishing,F,39.0,N,August,2011.0
2011-08-01,russia,PRIMORSKY KRAI,Unspecific,M,,N,August,2011.0
2011-08-01,usa,NORTH CAROLINA,surfing,M,21.0,N,August,2011.0
2011-08-01,usa,NORTH CAROLINA,Unspecific,M,10.0,N,August,2011.0
2011-08-01,south africa,WESTERN CAPE PROVINCE,surfing,M,49.0,Y,August,2011.0
2011-08-01,russia,"PETER THE GREAT BAY, KHASAN, PRIMORSKY KRAI (FAR EAST)",swimming,M,16.0,N,August,2011.0
2011-08-01,usa,NORTH CAROLINA,wading,F,,N,August,2011.0
2011-08-01,usa,NORTH CAROLINA,Unspecific,M,12.0,UNKNOWN,August,2011.0
2011-08-01,russia,"TELYAKOVSKY BAY, KHASAN,  PRIMORSKY KRAI (FAR EAST)",swimming,M,25.0,N,August,2011.0
2011-08-01,french polynesia,SOCIETY ISLANDS,surfing,M,32.0,N,August,2011.0
,usa,PUERTO RICO,Unspecific,M,27.0,N,,
2011-08-01,seychelles,PRASLIN,swimming,M,30.0,Y,August,2011.0
2011-08-01,usa,SOUTH CAROLINA,surfing,M,7.0,N,August,2011.0
,usa,NORTH CAROLINA,swimming,M,54.0,N,,
2011-08-01,seychelles,PRASLIN,diving,M,36.0,Y,August,2011.0
2011-07-01,brazil,PERNAMBUCO,swimming,M,14.0,UNKNOWN,July,2011.0
2011-07-01,philippines,,Unspecific,M,43.0,N,July,2011.0
2011-07-01,usa,NEW JERSEY,fishing,M,,N,July,2011.0
2011-07-01,south africa,EASTERN CAPE PROVINCE,surfing,M,29.0,N,July,2011.0
2011-07-01,usa,NORTH CAROLINA,boarding,F,6.0,N,July,2011.0
2011-07-01,reunion,SAINT-GILLES,kayaking,M,,N,July,2011.0
2011-07-01,usa,TEXAS,surfing,M,,N,July,2011.0
2011-07-01,bahamas,GRAND BAHAMA ISLAND,diving,M,54.0,N,July,2011.0
2011-07-01,usa,TEXAS,swimming,M,12.0,N,July,2011.0
2011-07-01,usa,TEXAS,fishing,M,14.0,N,July,2011.0
2011-07-01,reunion,SAINT-GILLES,surfing,M,16.0,N,July,2011.0
2011-07-01,columbia,SUCRE,kayaking,M,17.0,N,July,2011.0
2011-06-01,turks & caicos,MIDDLE CAICOS,diving,M,28.0,N,June,2011.0
2011-06-01,brazil,PERNAMBUCO,surfing,M,21.0,N,June,2011.0
2011-06-01,south africa,KWAZULU-NATAL,diving,M,22.0,N,June,2011.0
2008-06-01,usa,NORTH CAROLINA,surfing,F,10.0,N,June,2008.0
2011-06-01,usa,CALIFORNIA,surfing,M,,N,June,2011.0
2011-06-01,usa,FLORIDA,Unspecific,M,20.0,N,June,2011.0
2011-06-01,turks & caicos,CAICOS BANK,fishing,M,35.0,N,June,2011.0
2011-06-01,costa rica,GUANACASTE,surfing,M,15.0,Y,June,2011.0
2011-06-01,reunion,SAINT-GILLES-LES-BAINS,boarding,M,31.0,Y,June,2011.0
2011-06-01,united kingdom,CORNWALL,fishing,Unknown,,N,June,2011.0
2011-06-01,usa,FLORIDA,diving,M,28.0,N,June,2011.0
2011-06-01,columbia,SAN ANDRÉS ARCHIPELAGO,fishing,M,24.0,N,June,2011.0
2011-06-01,usa,CALIFORNIA,fishing,M,28.0,N,June,2011.0
2011-06-01,usa,FLORIDA,wading,M,19.0,N,June,2011.0
2011-06-01,malaysia,KEDAH,diving,F,,N,June,2011.0
2011-05-01,usa,TEXAS,boarding,F,22.0,N,May,2011.0
2011-05-01,south africa,WESTERN CAPE PROVINCE,surfing,M,33.0,N,May,2011.0
2011-05-01,usa,HAWAII,surfing,F,,N,May,2011.0
2011-05-01,usa,HAWAII,kayaking,F,,N,May,2011.0
2011-05-01,south africa,KWAZULU-NATAL,fishing,M,28.0,Y,May,2011.0
2011-05-01,usa,FLORIDA,surfing,M,86.0,N,May,2011.0
2011-05-01,new caledonia,NORTH PROVINCE,boarding,M,15.0,Y,May,2011.0
2011-05-01,usa,FLORIDA,surfing,M,37.0,N,May,2011.0
2011-05-01,usa,FLORIDA,fishing,M,,N,May,2011.0
2011-05-01,united arab emirates (uae),UMM AL QAYWAYAN PROVINCE,fishing,M,43.0,UNKNOWN,May,2011.0
2011-05-01,south africa,KWAZULU-NATAL,fishing,M,37.0,N,May,2011.0
2011-04-01,usa,FLORIDA,fishing,M,32.0,N,April,2011.0
2011-04-01,australia,WESTERN AUSTRALIA,fishing,M,17.0,N,April,2011.0
2011-04-01,usa,FLORIDA,surfing,M,49.0,N,April,2011.0
2011-04-01,new zealand,SOUTH ISLAND,surfing,M,41.0,N,April,2011.0
2011-04-01,indonesia,BALI,surfing,M,,N,April,2011.0
2011-04-01,fiji,VITU LEVU,diving,M,27.0,N,April,2011.0
2011-03-01,usa,TEXAS,Unspecific,M,,N,March,2011.0
2011-03-01,mexico,QUINTANA ROO,swimming,F,,N,March,2011.0
2011-03-01,australia,NEW SOUTH WALES,surfing,M,48.0,N,March,2011.0
2011-03-01,mexico,QUINTANA ROO,swimming,M,46.0,N,March,2011.0
2011-03-01,fiji,,diving,M,30.0,N,March,2011.0
2011-03-01,australia,NEW SOUTH WALES,boarding,F,24.0,N,March,2011.0
2010-03-01,egypt,SOUTH SINAI PENINSULA,Unspecific,F,,UNKNOWN,March,2010.0
2011-03-01,australia,NEW SOUTH WALES,surfing,M,,N,March,2011.0
2011-02-01,australia,QUEENSLAND,fishing,M,36.0,N,February,2011.0
2011-02-01,new caledonia,LOYALTY ISLANDS,fishing,M,21.0,N,February,2011.0
2011-02-01,reunion,SAINT GILLES,surfing,M,32.0,N,February,2011.0
2011-02-01,australia,SOUTH AUSTRALIA,diving,M,49.0,Y,February,2011.0
2011-02-01,australia,QUEENSLAND,fishing,M,,N,February,2011.0
2011-02-01,australia,WESTERN AUSTRALIA,diving,M,58.0,N,February,2011.0
2011-02-01,mexico,COLIMA,fishing,M,,N,February,2011.0
2011-02-01,south africa,EASTERN CAPE PROVINCE,surfing,M,37.0,N,February,2011.0
2011-01-01,mexico,QUINTANA ROO,swimming,F,38.0,N,January,2011.0
2011-01-01,mexico,COLIMA,fishing,M,25.0,N,January,2011.0
2011-01-01,bahamas,WEST END,diving,M,55.0,N,January,2011.0
2011-01-01,australia,NEW SOUTH WALES,swimming,F,7.0,UNKNOWN,January,2011.0
2011-01-01,south africa,EASTERN CAPE PROVINCE,surfing,M,16.0,Y,January,2011.0
2011-01-01,mexico,QUINTANA ROO,Unspecific,M,37.0,N,January,2011.0
2011-01-01,australia,WESTERN AUSTRALIA,fishing,Unknown,,N,January,2011.0
2010-12-01,usa,HAWAII,boarding,M,16.0,N,December,2010.0
2010-12-01,fiji,VITU LEVU,surfing,M,,N,December,2010.0
2010-12-01,usa,HAWAII,surfing,M,46.0,N,December,2010.0
2010-12-01,egypt,SOUTH SINAI PENINSULA,diving,F,70.0,Y,December,2010.0
2010-12-01,indonesia,BALI,surfing,M,,N,December,2010.0
2010-12-01,egypt,SOUTH SINAI PENINSULA,diving,M,54.0,N,December,2010.0
2010-12-01,egypt,SOUTH SINAI PENINSULA,diving,M,46.0,N,December,2010.0
2010-11-01,egypt,SOUTH SINAI PENINSULA,diving,F,70.0,N,November,2010.0
2010-11-01,egypt,SOUTH SINAI PENINSULA,diving,F,48.0,N,November,2010.0
2010-11-01,samoa,,fishing,M,47.0,N,November,2010.0
2010-11-01,australia,WESTERN AUSTRALIA,swimming,M,,UNKNOWN,November,2010.0
2010-11-01,usa,PALMYRA ATOLL,diving,M,33.0,N,November,2010.0
2010-11-01,dominican republic,,diving,M,21.0,Y,November,2010.0
2010-11-01,indonesia,BALI,surfing,M,,N,November,2010.0
2010-11-01,australia,WESTERN AUSTRALIA,fishing,M,,N,November,2010.0
2010-10-01,australia,WESTERN AUSTRALIA,diving,F,20.0,N,October,2010.0
2010-10-01,australia,WESTERN AUSTRALIA,fishing,M,,N,October,2010.0
2010-10-01,usa,OREGON,surfing,M,,N,October,2010.0
2010-10-01,azores,,fishing,M,,N,October,2010.0
2010-10-01,usa,MAINE,diving,M,30.0,N,October,2010.0
2010-10-01,australia,WESTERN AUSTRALIA,surfing,M,14.0,N,October,2010.0
2010-10-01,usa,CALIFORNIA,boarding,M,19.0,Y,October,2010.0
2010-10-01,egypt,SOUTH SINAI PENINSULA,diving,F,,N,October,2010.0
2010-10-01,australia,NEW SOUTH WALES,surfing,M,22.0,N,October,2010.0
2010-10-01,bahamas,EXUMA ISLANDS,diving,M,,N,October,2010.0
2010-10-01,bahamas,ABACO ISLANDS,surfing,F,,N,October,2010.0
2010-10-01,south africa,WESTERN CAPE PROVINCE,surfing,M,,N,October,2010.0
2010-09-01,usa,OREGON,surfing,M,29.0,N,September,2010.0
2010-09-01,usa,VIRGINIA,surfing,M,18.0,N,September,2010.0
2010-09-01,south africa,WESTERN CAPE PROVINCE,swimming,M,29.0,Y,September,2010.0
2010-09-01,australia,NEW SOUTH WALES,surfing,M,15.0,N,September,2010.0
2010-09-01,usa,FLORIDA,swimming,M,27.0,N,September,2010.0
2010-09-01,tonga,HA'API,swimming,M,24.0,N,September,2010.0
2010-09-01,usa,FLORIDA,surfing,M,,N,September,2010.0
2010-09-01,usa,FLORIDA,surfing,M,24.0,N,September,2010.0
2010-09-01,solomon islands,WESTERN PROVINCE,Unspecific,M,34.0,N,September,2010.0
2010-08-01,bahamas,EXUMA ISLANDS,swimming,M,43.0,UNKNOWN,August,2010.0
2010-08-01,usa,FLORIDA,boarding,M,10.0,N,August,2010.0
2010-08-01,australia,WESTERN AUSTRALIA,surfing,M,31.0,Y,August,2010.0
2010-08-01,usa,CALIFORNIA,fishing,M,45.0,N,August,2010.0
2010-08-01,australia,QUEENSLAND,fishing,F,,N,August,2010.0
2010-08-01,south korea,JEJU PROVINCE,swimming,F,16.0,N,August,2010.0
2010-08-01,australia,NEW SOUTH WALES,surfing,M,47.0,N,August,2010.0
2010-08-01,usa,NORTH CAROLINA,surfing,M,25.0,N,August,2010.0
2010-08-01,malta,,surfing,M,35.0,N,August,2010.0
2010-08-01,usa,FLORIDA,swimming,F,,UNKNOWN,August,2010.0
2010-08-01,usa,CALIFORNIA,kayaking,M,,N,August,2010.0
2010-08-01,usa,FLORIDA,Unspecific,F,37.0,N,August,2010.0
2010-07-01,usa,SOUTH CAROLINA,Unspecific,M,16.0,N,July,2010.0
2010-07-01,usa,FLORIDA,surfing,M,20.0,N,July,2010.0
2010-07-01,usa,SOUTH CAROLINA,swimming,M,10.0,N,July,2010.0
2010-07-01,usa,NORTH CAROLINA,swimming,F,13.0,N,July,2010.0
2010-07-01,usa,FLORIDA,surfing,M,55.0,N,July,2010.0
2010-07-01,spain,GRAND CANARY ISLAND,swimming,M,9.0,N,July,2010.0
2010-07-01,usa,TEXAS,fishing,M,,N,July,2010.0
2010-07-01,usa,FLORIDA,fishing,M,,N,July,2010.0
2010-07-01,south africa,KWAZULU-NATAL,diving,F,21.0,N,July,2010.0
2010-07-01,usa,NEW YORK,fishing,M,20.0,N,July,2010.0
2010-07-01,usa,CALIFORNIA,surfing,M,19.0,N,July,2010.0
2010-07-01,usa,CALIFORNIA,kayaking,M,48.0,N,July,2010.0
2010-06-01,usa,TEXAS,surfing,M,20.0,N,June,2010.0
2010-06-01,usa,SOUTH CAROLINA,boarding,F,6.0,N,June,2010.0
2010-06-01,usa,NORTH CAROLINA,swimming,F,13.0,N,June,2010.0
2010-06-01,vietnam,BINH DINH PROVINCE,swimming,M,17.0,N,June,2010.0
2010-06-01,usa,FLORIDA,boarding,F,18.0,N,June,2010.0
2010-06-01,australia,WESTERN AUSTRALIA,surfing,M,40.0,N,June,2010.0
2010-06-01,usa,FLORIDA,surfing,M,20.0,N,June,2010.0
2010-05-01,usa,FLORIDA,fishing,M,49.0,N,May,2010.0
2010-05-01,vietnam,BINH DINH PROVINCE,Unspecific,F,58.0,N,May,2010.0
2010-05-01,vietnam,BINH DINH PROVINCE,swimming,F,60.0,N,May,2010.0
2010-05-01,australia,NEW SOUTH WALES,surfing,M,,N,May,2010.0
2010-05-01,madagascar,ANTSIRANANA PROVINCE,diving,M,59.0,N,May,2010.0
2010-05-01,usa,FLORIDA,wading,F,10.0,N,May,2010.0
2010-04-01,usa,FLORIDA,Unspecific,M,29.0,N,April,2010.0
2010-04-01,usa,HAWAII,surfing,M,68.0,N,April,2010.0
2010-04-01,south africa,EASTERN CAPE PROVINCE,surfing,M,35.0,N,April,2010.0
2010-04-01,egypt,SINAI PENINSULA,swimming,M,24.0,N,April,2010.0
2010-03-01,reunion,SAINT-BENOIT,surfing,M,34.0,N,March,2010.0
,new zealand,SOUTH ISLAND,swimming,M,,N,,
2010-02-01,south africa,EASTERN CAPE PROVINCE,surfing,M,,N,February,2010.0
2010-02-01,fiji,OFF VANUA LEVU,diving,M,19.0,Y,February,2010.0
2010-02-01,australia,QUEENSLAND,diving,F,60.0,N,February,2010.0
2010-02-01,australia,NEW SOUTH WALES,surfing,M,46.0,N,February,2010.0
2010-02-01,new zealand,SOUTH ISLAND,fishing,M,,N,February,2010.0
2010-02-01,australia,NEW SOUTH WALES,boarding,M,18.0,N,February,2010.0
2010-02-01,usa,FLORIDA,surfing,M,,N,February,2010.0
2010-02-01,guam,MERIZO,diving,M,31.0,UNKNOWN,February,2010.0
2010-02-01,usa,FLORIDA,boarding,M,38.0,Y,February,2010.0
2010-02-01,new zealand,SOUTH ISLAND,boarding,F,14.0,N,February,2010.0
2010-01-01,brazil,RIO GRANDE DO SUL,surfing,M,29.0,N,January,2010.0
2010-01-01,australia,QUEENSLAND,surfing,M,,N,January,2010.0
2010-01-01,united arab emirates (uae),DUBAI,surfing,M,54.0,N,January,2010.0
2010-01-01,australia,VICTORIA,surfing,M,,N,January,2010.0
2010-01-01,south africa,WESTERN PROVINCE,Unspecific,M,37.0,Y,January,2010.0
2010-01-01,australia,TORRES STRAIT,diving,F,9.0,N,January,2010.0
2010-01-01,vietnam,BINH DINH PROVINCE,Unspecific,F,,N,January,2010.0
2010-01-01,vietnam,BINH DINH PROVINCE,Unspecific,M,,N,January,2010.0
2010-01-01,usa,FLORIDA,fishing,M,32.0,N,January,2010.0
2010-01-01,south africa,EASTERN PROVINCE,surfing,M,,N,January,2010.0
2009-12-01,south africa,EASTERN CAPE  PROVINCE,wading,M,20.0,N,December,2009.0
2009-12-01,australia,NEW SOUTH WALES,swimming,M,55.0,N,December,2009.0
2009-12-01,mozambique,MAPUTO PROVINCE,swimming,M,27.0,N,December,2009.0
2009-12-01,australia,QUEENSLAND,kayaking,M,,N,December,2009.0
2009-12-01,australia,QUEENSLAND,fishing,M,18.0,N,December,2009.0
2009-12-01,south africa,EASTERN CAPE PROVINCE,boarding,M,22.0,Y,December,2009.0
2009-12-01,south africa,KWAZULU-NATAL,surfing,M,,UNKNOWN,December,2009.0
2009-12-01,new zealand,SOUTH ISLAND,swimming,M,24.0,Y,December,2009.0
2009-12-01,australia,NEW SOUTH WALES,surfing,M,39.0,N,December,2009.0
2009-12-01,australia,NEW SOUTH WALES,Unspecific,Unknown,,N,December,2009.0
2009-12-01,usa,NEW JERSEY,diving,M,58.0,N,December,2009.0
2009-11-01,usa,CALIFORNIA,surfing,M,49.0,UNKNOWN,November,2009.0
2009-11-01,usa,FLORIDA,wading,M,10.0,N,November,2009.0
2009-11-01,usa,CALIFORNIA,fishing,M,31.0,N,November,2009.0
2009-11-01,usa,FLORIDA,surfing,M,22.0,N,November,2009.0
2009-11-01,usa,FLORIDA,surfing,F,27.0,N,November,2009.0
2009-11-01,usa,FLORIDA,surfing,M,18.0,N,November,2009.0
2009-11-01,australia,SOUTH AUSTRALIA,kayaking,M,25.0,N,November,2009.0
2009-11-01,usa,CALIFORNIA,surfing,M,21.0,N,November,2009.0
2009-10-01,australia,VICTORIA,kayaking,M,27.0,N,October,2009.0
