Date,Country,State,Activity,Sex,Age,Deceased,Month,Year
1927-04-01,australia,QUEENSLAND,diving,M,,N,April,1927.0
1927-03-01,australia,NEW SOUTH WALES,surfing,M,17.0,N,March,1927.0
1927-02-01,nicaragua,SALINAS BAY,Unspecific,M,,N,February,1927.0
1927-02-01,australia,QUEENSLAND,Unspecific,M,,N,February,1927.0
1927-02-01,new zealand,SOUTH ISLAND,fishing,M,70.0,N,February,1927.0
1927-01-01,south africa,EASTERN CAPE PROVINCE,surfing,M,,N,January,1927.0
1927-01-01,usa,CALIFORNIA,swimming,M,,N,January,1927.0
1927-01-01,australia,NEW SOUTH WALES,swimming,M,15.0,Y,January,1927.0
,australia,NEW SOUTH WALES,swimming,M,10.0,Y,,
,australia,TORRES STRAIT,diving,M,,N,,
1926-12-01,australia,TORRES STRAIT,diving,M,,Y,December,1926.0
1926-11-01,australia,TORRES STRAIT,diving,M,,N,November,1926.0
1926-10-01,papua new guinea,CENTRAL PROVINCE,Unspecific,M,,Y,October,1926.0
1926-10-01,australia,NEW SOUTH WALES,Unspecific,M,17.0,N,October,1926.0
1926-10-01,bermuda,,boarding,Unknown,,N,October,1926.0
1926-09-01,papua new guinea,,kayaking,M,,Y,September,1926.0
1926-08-01,usa,NEW JERSEY,swimming,M,18.0,Y,August,1926.0
1926-07-01,italy,GOLFO DI GENOVA IN THE LIGURIAN SEA,swimming,M,20.0,Y,July,1926.0
1926-07-01,usa,NEW JERSEY,fishing,M,,N,July,1926.0
1926-07-01,usa,CALIFORNIA,swimming,M,15.0,N,July,1926.0
1926-07-01,spain,SANTS-MONTJIC,Unspecific,M,,UNKNOWN,July,1926.0
1926-05-01,usa,HAWAII,swimming,M,,Y,May,1926.0
1926-04-01,south atlantic ocean,SOUTH OF THE EQUATOR,boarding,M,26.0,N,April,1926.0
1926-04-01,usa,HAWAII,swimming,F,,N,April,1926.0
1926-03-01,australia,SOUTH AUSTRALIA,swimming,F,,Y,March,1926.0
1926-01-01,south africa,EASTERN CAPE PROVINCE,swimming,M,,N,January,1926.0
1926-01-01,australia,VICTORIA,Unspecific,M,,N,January,1926.0
,monaco,BAY OF MONACO,Unspecific,M,,Y,,
,new zealand,COOK ISLANDS,boarding,M,,N,,
,singapore,,diving,F,,Y,,
,south africa,WESTERN CAPE PROVINCE,swimming,M,,UNKNOWN,,
1925-11-01,australia,WESTERN AUSTRALIA,Unspecific,M,55.0,Y,November,1925.0
1925-11-01,usa,PUERTO RICO,Unspecific,F,,N,November,1925.0
1925-11-01,usa,PUERTO RICO,Unspecific,M,,N,November,1925.0
1925-09-01,spain,VALENCIA,fishing,M,,N,September,1925.0
1925-09-01,england,ISLE OF WIGHT,fishing,M,,N,September,1925.0
1925-08-01,usa,SOUTH CAROLINA,swimming,F,,N,August,1925.0
1925-05-01,usa,PUERTO RICO,Unspecific,M,,N,May,1925.0
,australia,NEW SOUTH WALES,Unspecific,M,16.0,N,,
1925-03-01,australia,NEW SOUTH WALES,swimming,M,16.0,Y,March,1925.0
1925-03-01,papua new guinea,CENTRAL PROVINCE,swimming,M,,Y,March,1925.0
1925-01-01,usa,FLORIDA,swimming,M,,N,January,1925.0
1925-01-01,canada,VANCOUVER,diving,M,,N,January,1925.0
,fiji,VITI LEVU ISLAND,diving,M,,N,,
1924-11-01,mexico,TAMAULIPAS,boarding,F,,Y,November,1924.0
1924-11-01,panama,"2 TO 3 MILES OFF TABOGUILLA ISLAND, PACIFIC OCEAN",Unspecific,M,35.0,N,November,1924.0
1924-11-01,usa,PUERTO RICO,Unspecific,M,35.0,Y,November,1924.0
1924-10-01,french polynesia,TUAMOTUS,diving,M,,N,October,1924.0
1924-10-01,australia,VICTORIA,Unspecific,M,,N,October,1924.0
1924-07-01,usa,SOUTH CAROLINA,Unspecific,M,,N,July,1924.0
1924-07-01,england,DORSET,fishing,M,,N,July,1924.0
1924-07-01,usa,CALIFORNIA,fishing,M,,N,July,1924.0
1924-06-01,usa,FLORIDA,Unspecific,M,,N,June,1924.0
1924-04-01,australia,NEW SOUTH WALES,swimming,M,20.0,Y,April,1924.0
1924-04-01,panama,150 MILES OFFSHORE,Unspecific,M,21.0,N,April,1924.0
1924-04-01,australia,WESTERN AUSTRALIA,swimming,M,,UNKNOWN,April,1924.0
1924-03-01,solomon islands,CENTRAL PROVINCE,swimming,M,,N,March,1924.0
1924-03-01,spain,GALICA,fishing,Unknown,,N,March,1924.0
1924-02-01,australia,NEW SOUTH WALES,Unspecific,F,30.0,N,February,1924.0
1924-02-01,australia,QUEENSLAND,Unspecific,M,,UNKNOWN,February,1924.0
1924-01-01,south africa,KWAZULU-NATAL,swimming,M,22.0,Y,January,1924.0
1924-01-01,south africa,EASTERN CAPE PROVINCE,swimming,M,,N,January,1924.0
1924-01-01,australia,NEW SOUTH WALES,swimming,M,16.0,Y,January,1924.0
1923-12-01,australia,NEW SOUTH WALES,swimming,M,,N,December,1923.0
1923-12-01,australia,NEW SOUTH WALES,fishing,M,,Y,December,1923.0
1923-11-01,australia,WESTERN AUSTRALIA,Unspecific,M,,Y,November,1923.0
1923-11-01,australia,NEW SOUTH WALES,fishing,M,,UNKNOWN,November,1923.0
1923-10-01,australia,NEW SOUTH WALES,Unspecific,M,,UNKNOWN,October,1923.0
1923-10-01,australia,NEW SOUTH WALES,fishing,Unknown,,N,October,1923.0
1923-10-01,australia,TORRES STRAIT,diving,M,,N,October,1923.0
1923-08-01,guyana,DEMERARA COUNTY,fishing,M,,N,August,1923.0
1923-07-01,australia,QUEENSLAND,diving,M,,N,July,1923.0
1923-06-01,australia,NEW SOUTH WALES,swimming,M,,Y,June,1923.0
1923-06-01,mexico,VERA CRUZ,Unspecific,Unknown,,N,June,1923.0
1923-05-01,australia,WESTERN AUSTRALIA,wading,M,,N,May,1923.0
1923-05-01,australia,QUEENSLAND,diving,M,,Y,May,1923.0
1923-03-01,australia,QUEENSLAND,diving,M,,N,March,1923.0
1923-02-01,usa,PUERTO RICO,swimming,M,25.0,N,February,1923.0
1923-01-01,australia,WESTERN AUSTRALIA,Unspecific,M,,UNKNOWN,January,1923.0
1923-01-01,australia,WESTERN AUSTRALIA,swimming,M,13.0,Y,January,1923.0
1923-01-01,cuba,CARIBBEAN SEA,Unspecific,M,,UNKNOWN,January,1923.0
,usa,NEW JERSEY,fishing,M,,N,,
,philippines,MANILA BAY,Unspecific,M,,Y,,
1922-12-01,usa,PUERTO RICO,Unspecific,F,,Y,December,1922.0
1922-12-01,australia,QUEENSLAND,Unspecific,M,19.0,Y,December,1922.0
1922-09-01,barbados,LUCY,fishing,M,16.0,Y,September,1922.0
1922-10-01,australia,NEW SOUTH WALES,Unspecific,M,,UNKNOWN,October,1922.0
1922-09-01,usa,HAWAII,diving,M,,N,September,1922.0
1922-09-01,england,EAST YORKSHIRE,swimming,M,,Y,September,1922.0
1922-09-01,usa,MASSACHUSETTS,fishing,Unknown,,N,September,1922.0
1922-07-01,usa,FLORIDA,Unspecific,M,,N,July,1922.0
1922-06-01,usa,FLORIDA,Unspecific,F,18.0,Y,June,1922.0
1922-05-01,jamaica,WESTMORELAND PARISH,swimming,M,19.0,Y,May,1922.0
1922-05-01,south africa,WESTERN CAPE PROVINCE,swimming,M,18.0,N,May,1922.0
1922-04-01,australia,NEW SOUTH WALES,swimming,M,,Y,April,1922.0
1922-03-01,jamaica,KINGSTON PARISH,fishing,M,,N,March,1922.0
1922-03-01,jamaica,KINGSTON PARISH,Unspecific,F,14.0,Y,March,1922.0
1922-03-01,australia,NEW SOUTH WALES,Unspecific,M,21.0,Y,March,1922.0
1922-02-01,australia,NEW SOUTH WALES,swimming,M,,UNKNOWN,February,1922.0
1922-02-01,australia,NEW SOUTH WALES,swimming,M,18.0,Y,February,1922.0
1922-01-01,iraq,,Unspecific,M,,Y,January,1922.0
1922-01-01,australia,QUEENSLAND,swimming,M,54.0,Y,January,1922.0
1922-01-01,australia,NEW SOUTH WALES,Unspecific,M,,N,January,1922.0
1922-01-01,australia,NEW SOUTH WALES,surfing,M,26.0,Y,January,1922.0
1921-12-01,australia,QUEENSLAND,swimming,M,20.0,N,December,1921.0
1921-11-01,australia,QUEENSLAND,Unspecific,M,8.0,Y,November,1921.0
1921-11-01,australia,QUEENSLAND,wading,M,40.0,N,November,1921.0
1921-11-01,fiji,VITI LEVU ISLAND,swimming,Unknown,,Y,November,1921.0
1921-10-01,australia,QUEENSLAND,diving,M,,N,October,1921.0
1921-10-01,australia,QUEENSLAND,diving,M,22.0,Y,October,1921.0
1921-09-01,england,DORSET,fishing,M,,N,September,1921.0
1929-08-01,australia,TORRES STRAIT,Unspecific,M,,N,August,1929.0
1921-08-01,philippines,LUZON ISLAND,swimming,M,21.0,Y,August,1921.0
1921-07-01,cuba,,boarding,M,,Y,July,1921.0
1920-11-01,australia,WESTERN AUSTRALIA,wading,M,,N,November,1920.0
1921-08-01,haiti,CAPE HAITIEN,diving,M,,Y,August,1921.0
1920-11-01,australia,WESTERN AUSTRALIA,Unspecific,M,,N,November,1920.0
1920-11-01,philippines,LEYTE,Unspecific,M,,Y,November,1920.0
1920-07-01,usa,NEW YORK,swimming,M,30.0,UNKNOWN,July,1920.0
1920-07-01,australia,TORRES STRAIT,diving,M,,N,July,1920.0
1920-06-01,usa,FLORIDA,swimming,M,13.0,N,June,1920.0
1920-06-01,canada,HALIFAX,Unspecific,Unknown,,N,June,1920.0
1920-03-01,australia,QUEENSLAND,swimming,M,20.0,N,March,1920.0
1920-01-01,australia,TORRES STRAIT,diving,M,,N,January,1920.0
1920-02-01,south africa,EASTERN CAPE PROVINCE,Unspecific,F,18.0,N,February,1920.0
1920-01-01,australia,TORRES STRAIT,diving,M,,Y,January,1920.0
1920-01-01,australia,NEW SOUTH WALES,swimming,M,12.0,Y,January,1920.0
,jamaica,WESTMORELAND PARISH,boarding,M,,Y,,
,new zealand,NORTH ISLAND,Unspecific,F,,N,,
,south africa,KWAZULU-NATAL,Unspecific,M,12.0,N,,
1919-12-01,australia,QUEENSLAND,swimming,M,29.0,N,December,1919.0
1919-12-01,australia,NEW SOUTH WALES,swimming,M,47.0,Y,December,1919.0
1919-11-01,australia,NORTHERN TERRITORY,boarding,M,,N,November,1919.0
1919-09-01,costa rica,TURTLE BOGUE,swimming,M,,Y,September,1919.0
1919-08-01,usa,FLORIDA,swimming,M,,N,August,1919.0
1919-05-01,usa,SOUTH CAROLINA,swimming,M,,N,May,1919.0
1919-04-01,usa,FLORIDA,Unspecific,M,,Y,April,1919.0
1919-03-01,australia,NEW SOUTH WALES,Unspecific,M,,UNKNOWN,March,1919.0
1919-01-01,australia,NEW SOUTH WALES,swimming,M,,N,January,1919.0
1919-01-01,new zealand,SOUTH ISLAND,swimming,F,,N,January,1919.0
1919-01-01,australia,NEW SOUTH WALES,wading,M,13.0,Y,January,1919.0
1919-01-01,australia,QUEENSLAND,wading,M,38.0,Y,January,1919.0
,italy,,fishing,M,,N,,
,usa,FLORIDA,swimming,F,,N,,
1918-11-01,usa,HAWAII,fishing,M,,Y,November,1918.0
1918-11-01,san domingo,60 MILES NORTH OF SAN DOMINGO IN THE WEST INDIES,boarding,M,,Y,November,1918.0
1918-09-01,australia,QUEENSLAND,Unspecific,M,22.0,Y,September,1918.0
1918-03-01,australia,NEW SOUTH WALES,surfing,M,,N,March,1918.0
1917-12-01,australia,WESTERN AUSTRALIA,swimming,M,,N,December,1917.0
1917-11-01,mozambique,MAPUTO PROVINCE,Unspecific,M,,Y,November,1917.0
1917-09-01,usa,NEW JERSEY,swimming,M,,N,September,1917.0
1917-09-01,usa,HAWAII,Unspecific,M,,N,September,1917.0
1917-09-01,panama,COLON,swimming,M,,Y,September,1917.0
1917-08-01,usa,MISSISSIPPI,Unspecific,M,,N,August,1917.0
1917-07-01,usa,FLORIDA,diving,M,,Y,July,1917.0
1917-07-01,ireland,OFF IRELAND,Unspecific,M,,Y,July,1917.0
1917-06-01,usa,SOUTH CAROLINA,swimming,M,,N,June,1917.0
1917-05-01,philippines,LUZON ISLAND,swimming,M,,Y,May,1917.0
1917-05-01,kuwait,,diving,M,,N,May,1917.0
,libya,MEDITERRANEAN SEA,diving,M,,N,,
1916-12-01,australia,QUEENSLAND,Unspecific,M,25.0,N,December,1916.0
1916-12-01,australia,NEW SOUTH WALES,Unspecific,M,41.0,Y,December,1916.0
1916-12-01,australia,NEW SOUTH WALES,swimming,F,,N,December,1916.0
1916-11-01,panama,,Unspecific,M,,N,November,1916.0
1916-11-01,australia,QUEENSLAND,swimming,M,,Y,November,1916.0
1916-11-01,australia,QUEENSLAND,Unspecific,M,27.0,Y,November,1916.0
1916-10-01,usa,FLORIDA,fishing,M,,Y,October,1916.0
1916-08-01,usa,LOUISIANA,Unspecific,M,,N,August,1916.0
1916-07-01,usa,NORTH CAROLINA,fishing,M,,N,July,1916.0
1916-07-01,usa,NEW YORK,swimming,F,,UNKNOWN,July,1916.0
1916-07-01,usa,NEW YORK,swimming,M,,N,July,1916.0
1916-07-01,usa,NEW JERSEY,swimming,M,12.0,N,July,1916.0
1916-07-01,usa,NEW JERSEY,swimming,M,24.0,Y,July,1916.0
1916-07-01,usa,NEW JERSEY,swimming,M,10.0,Y,July,1916.0
1916-07-01,bahamas,,boarding,M,,Y,July,1916.0
1916-07-01,spain,GRAN CANARIA,diving,M,,N,July,1916.0
1916-07-01,philippines,LUZON ISLAND,Unspecific,M,,N,July,1916.0
1916-07-01,usa,NEW JERSEY,swimming,M,,Y,July,1916.0
1916-06-01,usa,NEW JERSEY,swimming,M,,N,June,1916.0
1916-06-01,atlantic ocean,,boarding,M,,Y,June,1916.0
1916-06-01,usa,FLORIDA,Unspecific,M,26.0,N,June,1916.0
1916-04-01,australia,NEW SOUTH WALES,swimming,M,,Y,April,1916.0
1916-04-01,australia,VICTORIA,boarding,M,17.0,Y,April,1916.0
1916-03-01,australia,NEW SOUTH WALES,Unspecific,M,,N,March,1916.0
1915-12-01,australia,TORRES STRAIT,diving,M,,N,December,1915.0
1915-11-01,australia,QUEENSLAND,Unspecific,M,10.0,N,November,1915.0
1914-11-01,australia,NEW SOUTH WALES,Unspecific,M,,N,November,1914.0
1915-08-01,usa,FLORIDA,Unspecific,M,,N,August,1915.0
1915-07-01,mexico,TAMAULIPAS,fishing,M,,Y,July,1915.0
1915-07-01,mexico,,wading,M,,Y,July,1915.0
1915-05-01,egypt,,boarding,M,,UNKNOWN,May,1915.0
1915-03-01,australia,TORRES STRAIT,surfing,M,,N,March,1915.0
1915-02-01,australia,QUEENSLAND,swimming,M,,N,February,1915.0
1915-01-01,new zealand,NORTH ISLAND,fishing,M,,UNKNOWN,January,1915.0
1915-01-01,australia,NEW SOUTH WALES,Unspecific,M,17.0,Y,January,1915.0
1914-12-01,australia,QUEENSLAND,swimming,M,,N,December,1914.0
1914-10-01,samoa,APOLIMA STRAIT,boarding,F,,N,October,1914.0
1914-09-01,jamaica,KINGSTON PARISH,boarding,M,,Y,September,1914.0
1914-09-01,usa,LOUISIANA,swimming,M,17.0,Y,September,1914.0
1914-07-01,croatia,ZADAR COUNTY,Unspecific,F,,N,July,1914.0
1914-07-01,usa,LOUISIANA,fishing,M,,N,July,1914.0
1914-07-01,croatia,PRIMORJE-GORSKI KOTAR COUNTY,Unspecific,M,,N,July,1914.0
1914-06-01,montenegro,ADRIATIC SEA,fishing,M,,N,June,1914.0
1914-06-01,australia,VICTORIA,Unspecific,M,43.0,Y,June,1914.0
1914-05-01,new caledonia,SOUTH PROVINCE,swimming,M,,Y,May,1914.0
1914-05-01,usa,FLORIDA,fishing,F,,N,May,1914.0
1914-03-01,usa,FLORIDA,swimming,M,,UNKNOWN,March,1914.0
1914-03-01,guyana,ESSEQUIBO,boarding,M,,Y,March,1914.0
1914-03-01,usa,HAWAII,Unspecific,M,,Y,March,1914.0
1914-02-01,australia,SOUTH AUSTRALIA,wading,M,,N,February,1914.0
1914-02-01,australia,NEW SOUTH WALES,kayaking,M,,N,February,1914.0
1914-01-01,australia,QUEENSLAND,wading,F,,N,January,1914.0
1913-12-01,usa,FLORIDA,fishing,Unknown,,N,December,1913.0
1913-12-01,cuba,,Unspecific,M,,Y,December,1913.0
1913-11-01,nigeria,LAGOS,boarding,M,,Y,November,1913.0
1913-11-01,australia,QUEENSLAND,swimming,M,12.0,N,November,1913.0
1913-09-01,usa,FLORIDA,Unspecific,M,,N,September,1913.0
1913-09-01,croatia,ISTRIA COUNTY,Unspecific,M,,N,September,1913.0
1913-08-01,usa,NEW JERSEY,Unspecific,M,,UNKNOWN,August,1913.0
1913-08-01,usa,NEW JERSEY,Unspecific,F,,UNKNOWN,August,1913.0
,usa,SOUTH CAROLINA,Unspecific,M,,Y,,
1913-07-01,costa rica,,swimming,M,,Y,July,1913.0
1913-05-01,usa,FLORIDA,fishing,M,,N,May,1913.0
1913-05-01,australia,NEW SOUTH WALES,Unspecific,M,,N,May,1913.0
1913-03-01,samoa,UPOLU ISLAND,Unspecific,M,,N,March,1913.0
1913-01-01,australia,TORRES STRAIT,diving,M,,N,January,1913.0
,reunion,SAINT-DENIS,swimming,M,,Y,,
,reunion,5AINT-DENIS,swimming,M,,Y,,
,australia,VICTORIA,Unspecific,M,,N,,
1912-11-01,philippines,,swimming,F,19.0,Y,November,1912.0
1912-08-01,usa,GEORGIA,swimming,M,12.0,Y,August,1912.0
1912-07-01,usa,SOUTH CAROLINA,swimming,M,,N,July,1912.0
1912-07-01,solomon islands,CENTRAL PROVINCE,Unspecific,M,,Y,July,1912.0
1912-05-01,south africa,KWAZULU-NATAL,Unspecific,M,,UNKNOWN,May,1912.0
1912-03-01,new zealand,NORTH ISLAND,swimming,M,,N,March,1912.0
1912-02-01,australia,WESTERN AUSTRALIA,diving,M,,N,February,1912.0
1912-02-01,australia,NEW SOUTH WALES,swimming,M,18.0,N,February,1912.0
1912-02-01,new caledonia,SOUTH PROVINCE,swimming,M,,N,February,1912.0
1912-01-01,australia,NEW SOUTH WALES,swimming,M,21.0,Y,January,1912.0
1912-01-01,fiji,VITI LEVU GROUP,boarding,M,7.0,Y,January,1912.0
1912-01-01,australia,NEW SOUTH WALES,Unspecific,M,,N,January,1912.0
1912-01-01,australia,QUEENSLAND,Unspecific,M,,Y,January,1912.0
,spain,BALEARICS,Unspecific,M,,Y,,
1911-11-01,usa,FLORIDA,Unspecific,M,,UNKNOWN,November,1911.0
1911-10-01,usa,SOUTH CAROLINA,boarding,M,,Y,October,1911.0
1911-10-01,australia,QUEENSLAND,diving,M,23.0,N,October,1911.0
1911-09-01,usa,TEXAS,boarding,M,,Y,September,1911.0
1911-09-01,usa,FLORIDA,swimming,M,,Y,September,1911.0
1911-09-01,usa,FLORIDA,Unspecific,M,,N,September,1911.0
1911-07-01,spain,MÁLAGA,Unspecific,M,,Y,July,1911.0
1911-07-01,usa,DELAWARE,fishing,M,,N,July,1911.0
1911-05-01,south africa,WESTERN CAPE PROVINCE,Unspecific,M,64.0,Y,May,1911.0
1911-05-01,usa,TEXAS,fishing,M,,N,May,1911.0
1911-05-01,south africa,WESTERN CAPE PROVINCE,swimming,M,,Y,May,1911.0
1911-04-01,new zealand,CHATHAM ISLANDS,fishing,Unknown,,N,April,1911.0
1911-03-01,australia,TORRES STRAIT,swimming,M,,Y,March,1911.0
1911-01-01,australia,WESTERN AUSTRALIA,Unspecific,M,22.0,N,January,1911.0
,usa,TEXAS,swimming,M,,N,,
,new zealand,NORTH ISLAND,fishing,M,50.0,Y,,
1910-12-01,croatia,PRIMORJE-GORSKI KOTAR COUNTY,Unspecific,M,,UNKNOWN,December,1910.0
1910-12-01,australia,WESTERN AUSTRALIA,Unspecific,M,,Y,December,1910.0
1910-11-01,north atlantic ocean,GEORGES BANK,fishing,M,,N,November,1910.0
1910-11-01,australia,QUEENSLAND,Unspecific,M,,N,November,1910.0
1910-06-01,mexico,,swimming,M,,N,June,1910.0
1910-06-01,mozambique,ZAMBESI RIVER,swimming,Unknown,,Y,June,1910.0
1910-05-01,usa,ALABAMA,boarding,M,,UNKNOWN,May,1910.0
1910-03-01,panama,COLÓN PROVINCE,boarding,M,,Y,March,1910.0
1910-03-01,new zealand,NORTH ISLAND,swimming,M,,N,March,1910.0
1910-03-01,usa,HAWAII,diving,M,,UNKNOWN,March,1910.0
1910-02-01,australia,WESTERN AUSTRALIA,surfing,M,,N,February,1910.0
1910-01-01,australia,NEW SOUTH WALES,Unspecific,M,,Y,January,1910.0
,philippines,LUZON ISLAND,swimming,M,,UNKNOWN,,
1909-11-01,usa,FLORIDA,Unspecific,M,,N,November,1909.0
1909-12-01,australia,NEW SOUTH WALES,boarding,M,,Y,December,1909.0
1909-12-01,australia,NEW SOUTH WALES,fishing,M,,N,December,1909.0
,indonesia,30 NM FROM SINGAPORE,boarding,Unknown,,Y,,
1909-09-01,usa,DELAWARE,Unspecific,M,,N,September,1909.0
1909-08-01,usa,FLORIDA,fishing,M,,Y,August,1909.0
1909-07-01,usa,NEW YORK,fishing,M,,N,July,1909.0
1909-07-01,usa,FLORIDA,swimming,M,16.0,N,July,1909.0
1909-06-01,mexico,GUERRERO,Unspecific,F,,Y,June,1909.0
1909-06-01,south africa,WESTERN CAPE PROVINCE,Unspecific,M,,Y,June,1909.0
1909-06-01,australia,QUEENSLAND,boarding,M,,Y,June,1909.0
1909-04-01,spain,ANDALUCIA,fishing,M,,N,April,1909.0
1909-04-01,usa,HAWAII,Unspecific,F,19.0,UNKNOWN,April,1909.0
1909-04-01,tunisia,SFAX,diving,M,,Y,April,1909.0
1909-03-01,south africa,SOUTH ATLANTIC OCEAN,Unspecific,F,,Y,March,1909.0
1909-01-01,,,boarding,M,36.0,UNKNOWN,January,1909.0
1909-01-01,italy,SICILY,Unspecific,Unknown,,UNKNOWN,January,1909.0
,australia,NEW SOUTH WALES,Unspecific,Unknown,,N,,
1908-12-01,south africa,WESTERN CAPE PROVINCE,swimming,M,16.0,Y,December,1908.0
1908-12-01,mexico,QUINTANA ROO,swimming,M,,Y,December,1908.0
1908-09-01,australia,TORRES STRAIT,Unspecific,M,,Y,September,1908.0
1908-09-01,usa,CALIFORNIA,fishing,M,,N,September,1908.0
1908-08-01,spain,GALICIA,boarding,M,,Y,August,1908.0
1908-07-01,croatia,ADRIATIC SEA,Unspecific,F,,Y,July,1908.0
1908-06-01,egypt,GULF OF SUEZ,Unspecific,M,,Y,June,1908.0
1908-06-01,usa,GEORGIA,Unspecific,M,,Y,June,1908.0
1908-06-01,papua new guinea,NEW BRITAIN,Unspecific,Unknown,,Y,June,1908.0
1908-05-01,indonesia,JAVA,boarding,F,,Y,May,1908.0
1908-05-01,usa,FLORIDA,Unspecific,M,,UNKNOWN,May,1908.0
1908-01-01,usa,HAWAII,fishing,M,,Y,January,1908.0
1907-12-01,australia,NEW SOUTH WALES,Unspecific,M,,Y,December,1907.0
1907-10-01,australia,TORRES STRAIT,Unspecific,M,,Y,October,1907.0
1907-10-01,china,HONG KONG,fishing,M,,N,October,1907.0
1907-10-01,china,HONG KONG,fishing,M,,Y,October,1907.0
1907-10-01,australia,NEW SOUTH WALES,Unspecific,M,,N,October,1907.0
1907-10-01,haiti,TIBURON PENINSULA,boarding,M,,UNKNOWN,October,1907.0
1907-10-01,usa,HAWAII,diving,M,,N,October,1907.0
1907-09-01,england,ENGLISH CHANNEL,swimming,M,,UNKNOWN,September,1907.0
1907-09-01,croatia,"SPLIT-DALMATIA COUNT,",swimming,F,,Y,September,1907.0
1907-08-01,croatia,PRIMORJE-GORSKI KOTAR COUNTY,swimming,F,,Y,August,1907.0
1907-08-01,croatia,PRIMORJE-GORSKI KOTAR COUNTY,swimming,M,,Y,August,1907.0
1907-08-01,usa,NEW JERSEY,wading,M,,N,August,1907.0
1907-07-01,croatia,"SPLIT-DALMATIA COUNT,",swimming,F,,Y,July,1907.0
1907-07-01,australia,QUEENSLAND,Unspecific,M,,UNKNOWN,July,1907.0
1907-07-01,usa,SOUTH CAROLINA,Unspecific,M,,N,July,1907.0
1907-04-01,mexico,OAXACA,Unspecific,M,,N,April,1907.0
1907-03-01,usa,FLORIDA,fishing,M,,Y,March,1907.0
1907-03-01,malta,HARARE PROVINCE,fishing,M,,Y,March,1907.0
1907-02-01,philippines,LUZON ISLAND,boarding,M,,N,February,1907.0
1907-02-01,new zealand,SOUTH ISLAND,Unspecific,M,55.0,Y,February,1907.0
1907-02-01,australia,QUEENSLAND,Unspecific,M,18.0,Y,February,1907.0
,vietnam,KHÁNH HÒA PROVINCE,fishing,M,20.0,N,,
1906-11-01,jamaica,WESTMORELAND PARISH,fishing,M,,N,November,1906.0
1906-10-01,usa,HAWAII,Unspecific,M,,N,October,1906.0
1906-10-01,usa,HAWAII,swimming,M,,Y,October,1906.0
1906-10-01,usa,HAWAII,diving,M,,N,October,1906.0
1906-09-01,indonesia,JAVA,swimming,M,,N,September,1906.0
1906-09-01,indonesia,JAVA,swimming,M,,Y,September,1906.0
1906-09-01,australia,TORRES STRAIT,swimming,M,,Y,September,1906.0
1906-09-01,usa,CALIFORNIA,fishing,M,,N,September,1906.0
1906-08-01,yemen,ADEN,diving,M,,N,August,1906.0
1906-08-01,usa,MARYLAND,boarding,M,,Y,August,1906.0
1906-07-01,usa,MISSISSIPPI,swimming,M,,Y,July,1906.0
1906-07-01,mozambique,MAPUTO PROVINCE,Unspecific,M,,UNKNOWN,July,1906.0
1906-04-01,indonesia,MALUKU PROVINCE,diving,M,,Y,April,1906.0
1906-04-01,australia,VICTORIA,Unspecific,M,,N,April,1906.0
1906-04-01,australia,QUEENSLAND,diving,M,17.0,Y,April,1906.0
,indonesia,,Unspecific,M,,Y,,
,australia,NEW SOUTH WALES,Unspecific,M,18.0,UNKNOWN,,
1906-02-01,new zealand,NORTH ISLAND,swimming,M,,UNKNOWN,February,1906.0
1906-01-01,australia,NEW SOUTH WALES,Unspecific,M,,Y,January,1906.0
1906-01-01,south africa,KWAZULU-NATAL,Unspecific,M,30.0,Y,January,1906.0
1905-12-01,south africa,KWAZULU-NATAL,Unspecific,M,,Y,December,1905.0
1905-12-01,australia,WESTERN AUSTRALIA,Unspecific,M,,UNKNOWN,December,1905.0
1905-09-01,australia,NEW SOUTH WALES,swimming,M,,Y,September,1905.0
1905-09-01,usa,FLORIDA,fishing,M,,N,September,1905.0
1905-08-01,egypt,SUEZ CANAL,Unspecific,M,,UNKNOWN,August,1905.0
1905-08-01,usa,NEW JERSEY,swimming,M,,N,August,1905.0
1905-08-01,philippines,LUZON ISLAND,Unspecific,M,21.0,N,August,1905.0
1905-07-01,usa,NORTH CAROLINA,wading,M,16.0,Y,July,1905.0
1905-07-01,italy,,Unspecific,M,8.0,UNKNOWN,July,1905.0
1905-07-01,indonesia,NUSA TENGGARA,boarding,M,,Y,July,1905.0
1905-07-01,usa,NORTH CAROLINA,fishing,M,,Y,July,1905.0
1905-05-01,usa,FLORIDA,swimming,M,,N,May,1905.0
1905-04-01,south africa,KWAZULU-NATAL,swimming,M,26.0,Y,April,1905.0
1905-03-01,australia,NEW SOUTH WALES,Unspecific,M,40.0,N,March,1905.0
1905-03-01,australia,TASMANIA,Unspecific,Unknown,,UNKNOWN,March,1905.0
1905-02-01,australia,VICTORIA,Unspecific,M,23.0,UNKNOWN,February,1905.0
1905-01-01,australia,VICTORIA,Unspecific,M,39.0,UNKNOWN,January,1905.0
,usa,NORTH CAROLINA,Unspecific,Unknown,,N,,
1904-11-01,philippines,LUZON ISLAND,Unspecific,M,,N,November,1904.0
1904-10-01,indian ocean,BETWEEN NOUMEA & SYDNEY,boarding,M,,Y,October,1904.0
1904-09-01,cuba,HAVANA PROVINCE,boarding,M,,Y,September,1904.0
1904-08-01,cuba,VILLA CLARA PROVINCE,boarding,M,,Y,August,1904.0
